"City","Country","Population","Latitude","Longitude"
"Axams","AT",5560,47.233333,11.3
"Bad Aussee","AT",5210,47.6,13.783333
"Baden","AT",24893,48.016667,16.233333
"Bad Goisern","AT",7869,47.633333,13.616667
"Bad Hall","AT",4935,48.033333,14.2
"Bad Hofgastein","AT",7002,47.166667,13.1
"Bad Ischl","AT",14267,47.716667,13.616667
"Bad Sankt Leonhard","AT",4775,46.962778,14.791667
"Bad Voslau","AT",11013,47.966667,16.2
"Barnbach","AT",4850,46.983333,16.05
"Bergheim","AT",5031,47.833333,13.033333
"Berndorf","AT",8796,47.95,16.1
"Bischofshofen","AT",10145,47.416667,13.216667
"Bludenz","AT",13904,47.149722,9.816667
"Braunau","AT",16403,48.266667,13.033333
"Bregenz","AT",26928,47.5,9.766667
"Bruck an der Leitha","AT",7339,48.016667,16.766667
"Bruck an der Mur","AT",13254,47.416667,15.283333
"Deutschlandsberg","AT",8049,46.815278,15.222222
"Deutsch-Wagram","AT",7153,48.299722,16.566667
"Dornbirn","AT",43013,47.416667,9.733056
"Ebbs","AT",5088,47.633333,12.216667
"Ebensee","AT",8376,47.8,13.766667
"Ebenthal","AT",7809,46.608056,14.364167
"Eberndorf","AT",6089,46.591389,14.643611
"Ebreichsdorf","AT",9509,47.95,16.4
"Eisenerz","AT",5987,47.533333,14.883333
"Eisenstadt","AT",11767,47.85,16.516667
"Engerwitzdorf","AT",8510,48.35,14.45
"Enns","AT",10816,48.2,14.466667
"Feldbach","AT",4877,46.953056,15.888333
"Feldkirchen an der Donau","AT",5286,48.35,14.05
"Feldkirchen","AT",14440,46.716667,14.1
"Feldkirch","AT",29446,47.233056,9.6
"Ferlach","AT",7661,46.526944,14.301944
"Finkenstein","AT",8406,46.565556,13.865278
"Fohnsdorf","AT",8203,47.2,14.683333
"Frankenburg","AT",5162,48.066667,13.483333
"Freistadt","AT",7574,48.5,14.5
"Friesach","AT",5369,46.955278,14.405833
"Frohnleiten","AT",6629,47.266667,15.316667
"Fugen","AT",3734,47.35,11.85
"Furstenfeld","AT",5962,47.05,16.083333
"Gallneukirchen","AT",6282,48.35,14.416667
"Ganserndorf","AT",8588,48.35,16.733333
"Garsten","AT",6657,48.016667,14.4
"Gleisdorf","AT",5245,47.1,15.716667
"Gloggnitz","AT",6213,47.666667,15.933333
"Gmunden","AT",13287,47.916667,13.8
"Gmund","AT",5811,48.766667,14.983333
"Gotzis","AT",10342,47.333056,9.633056
"Gratkorn","AT",6806,47.133333,15.35
"Graz","AT",222326,47.066667,15.45
"Grieskirchen","AT",4766,48.233333,13.833333
"Grodig","AT",6918,47.733333,13.033333
"Guntramsdorf","AT",9071,48.033333,16.3
"Haag","AT",5164,48.15,15.5
"Hainburg","AT",5622,48.15,16.933333
"Hallein","AT",18980,47.683333,13.1
"Hall","AT",11197,47.6,14.45
"Hard","AT",11766,47.483056,9.683056
"Heidenreichstein","AT",4472,48.866667,15.116667
"Hermagor","AT",7242,46.627222,13.367222
"Herzogenburg","AT",7866,48.266667,15.683333
"Himberg","AT",5534,48.083333,16.433333
"Hochst","AT",7207,47.466667,9.633056
"Hohenems","AT",14072,47.366667,9.683056
"Hollabrunn","AT",10966,48.55,16.083333
"Hopfgarten","AT",5314,47.45,12.166667
"Horbranz","AT",6414,47.55,9.75
"Horn","AT",6485,48.65,15.65
"Horsching","AT",5312,48.233333,14.183333
"Imst","AT",9225,47.233333,10.733333
"Innsbruck","AT",112467,47.266667,11.4
"Jenbach","AT",6806,47.4,11.783333
"Jennersdorf","AT",4319,46.939167,16.146667
"Judenburg","AT",9992,47.166667,14.666667
"Kapfenberg","AT",21819,47.433333,15.3
"Kindberg","AT",5790,47.5,15.45
"Kirchbichl","AT",5115,47.516667,12.083333
"Kitzbuhel","AT",8818,47.45,12.383333
"Klagenfurt","AT",90610,46.624722,14.305278
"Klosterneuburg","AT",24843,48.3,16.316667
"Knittelfeld","AT",12704,47.216667,14.816667
"Koflach","AT",10447,47.066667,15.083333
"Korneuburg","AT",11498,48.35,16.333333
"Kottingbrunn","AT",7184,47.95,16.216667
"Krems","AT",24092,48.416667,15.6
"Kremsmunster","AT",6626,48.05,14.133333
"Krieglach","AT",5236,47.533333,15.55
"Kuchl","AT",6668,47.616667,13.15
"Kufstein","AT",16116,47.583333,12.166667
"Laakirchen","AT",9569,47.966667,13.816667
"Laa","AT",6084,48.716667,16.383333
"Landeck","AT",7351,47.133333,10.566667
"Langenlois","AT",7081,48.466667,15.666667
"Langenzersdorf","AT",7733,48.3,16.35
"Lauterach","AT",9212,47.483056,9.733056
"Leibnitz","AT",7029,46.781667,15.541667
"Lenzing","AT",5044,47.966667,13.616667
"Leoben","AT",24809,47.383333,15.1
"Leonding","AT",22736,48.266667,14.25
"Lienz","AT",12270,46.831111,12.759722
"Liezen","AT",6903,47.566667,14.233333
"Linz","AT",181163,48.3,14.3
"Lochau","AT",5209,47.533333,9.75
"Lustenau","AT",20218,47.433056,9.65
"Marchtrenk","AT",11666,48.183333,14.116667
"Maria Enzersdorf","AT",8085,48.1,16.283333
"Matrei","AT",5076,47,12.533333
"Mattersburg","AT",6448,47.733333,16.4
"Melk","AT",5272,48.216667,15.316667
"Micheldorf","AT",5902,47.85,14.133333
"Mistelbach","AT",10820,48.57,16.576667
"Mittelberg","AT",4627,47.2,9.65
"Mittersill","AT",5680,47.266667,12.483333
"Modling","AT",20710,48.083333,16.283333
"Moosburg","AT",4602,46.6575,14.174722
"Murzzuschlag","AT",9410,47.6,15.683333
"Nenzing","AT",5856,47.183056,9.7
"Neudorfl","AT",4183,47.783333,16.283333
"Neulengbach","AT",7521,48.2,15.9
"Neunkirchen","AT",11313,47.716667,16.083333
"Neusiedl am See","AT",5949,47.933333,16.833333
"Nuziders","AT",4628,47.166667,9.8
"Oberndorf","AT",5738,48.25,13.333333
"Oberwart","AT",6879,47.283333,16.2
"Pasching","AT",6143,48.25,14.2
"Paternion","AT",6301,46.714167,13.636111
"Perchtoldsdorf","AT",14041,48.116667,16.266667
"Perg","AT",7644,48.25,14.633333
"Pinkafeld","AT",5257,47.366667,16.116667
"Pottendorf","AT",6105,47.9,16.383333
"Poysdorf","AT",5653,48.666667,16.633333
"Pressbaum","AT",6083,48.183333,16.083333
"Purgstall","AT",5247,48.05,15.133333
"Purkersdorf","AT",8327,48.2,16.166667
"Radstadt","AT",4926,47.383333,13.45
"Rankweil","AT",11455,47.283056,9.65
"Reichenau","AT",2673,47.7,15.833333
"Retz","AT",4139,48.75,15.95
"Reutte","AT",5851,47.483333,10.716667
"Ried","AT",11511,48.216667,13.5
"Rottenmann","AT",5561,47.516667,14.35
"Rum","AT",8498,47.283333,11.45
"Rust","AT",1726,47.8,16.666667
"Saalfelden","AT",16119,47.416667,12.85
"Salzburg","AT",145310,47.8,13.033333
"Sankt Andra","AT",10825,46.766111,14.823611
"Sankt Florian","AT",5760,48.166667,13.133333
"Sankt Georgen","AT",4180,47.933333,13.483333
"Sankt Jakob","AT",4481,46.547778,14.057222
"Sankt Johann im Pongau","AT",10887,47.35,13.2
"Sankt Polten","AT",49000,48.2,15.633333
"Sankt Valentin","AT",9063,48.166667,14.516667
"Sankt Veit","AT",13116,46.768056,14.360278
"Scharding","AT",4919,48.45,13.433333
"Scharnstein","AT",4631,47.9,13.95
"Schladming","AT",4659,47.383333,13.683333
"Schrems","AT",5811,48.783333,15.066667
"Schruns","AT",3506,47.066667,9.916667
"Schwaz","AT",12507,47.333333,11.7
"Schwechat","AT",15711,48.133333,16.466667
"Seeboden","AT",6221,46.821944,13.495
"Seekirchen","AT",9865,47.9,13.133333
"Seewalchen","AT",4959,47.95,13.583333
"Sieghartskirchen","AT",7062,48.25,16
"Sierning","AT",8722,48.033333,14.3
"Spittal","AT",16363,46.8,13.5
"Steyregg","AT",4856,48.283333,14.366667
"Steyr","AT",39567,48.05,14.416667
"Stockerau","AT",14831,48.383333,16.216667
"Strasshof","AT",7637,48.316667,16.666667
"Tamsweg","AT",6126,47.133333,13.8
"Telfs","AT",14028,47.3,11.066667
"Ternitz","AT",15153,47.716667,16.033333
"Thalgau","AT",5501,47.833333,13.25
"Timelkam","AT",5855,48,13.6
"Traiskirchen","AT",16212,48.016667,16.283333
"Traismauer","AT",5815,48.35,15.733333
"Traun","AT",23959,48.216667,14.233333
"Trofaiach","AT",8313,47.416667,15
"Tulln","AT",14201,48.333333,16.05
"Velden am Worthersee","AT",8817,46.616111,14.045833
"Vienna","AT",1569315,48.2,16.366667
"Villach","AT",58882,46.610278,13.855833
"Vocklabruck","AT",11887,48.016667,13.65
"Vocklamarkt","AT",4869,48,13.483333
"Voitsberg","AT",9980,47.033333,15.15
"Volkermarkt","AT",11543,46.662222,14.634444
"Vols","AT",6573,47.25,11.333333
"Vomp","AT",4628,47.333333,11.683333
"Vorchdorf","AT",7456,48,13.916667
"Waidhofen","AT",11774,47.966667,14.766667
"Wattens","AT",7517,47.283333,11.6
"Weiz","AT",9128,47.216667,15.616667
"Wels","AT",57947,48.166667,14.033333
"Wernberg","AT",5070,46.616667,13.933333
"Wiener Neudorf","AT",8530,48.066667,16.316667
"Wiener Neustadt","AT",38481,47.8,16.25
"Wilhelmsburg","AT",6718,48.1,15.6
"Wolfsberg","AT",25610,46.840556,14.844167
"Wolfurt","AT",8110,47.466667,9.75
"Wolkersdorf","AT",6416,48.383333,16.516667
"Worgl","AT",11265,47.483333,12.066667
"Ybbs","AT",5676,48.166667,15.083333
"Zell am See","AT",10046,47.316667,12.783333
"Zeltweg","AT",7726,47.183333,14.75
"Zirl","AT",6567,47.283333,11.233333
"Zistersdorf","AT",5661,48.533333,16.75
"Zwettl","AT",11718,48.616667,15.166667
"Adelaide","AU",1074168,-34.928661,138.598633
"Albany","AU",23913,-35.003101,117.865952
"Albury","AU",104261,-36.07494,146.923935
"Alice Springs","AU",26188,-23.697479,133.883621
"Alyangula","AU",1289,-13.85413,136.421295
"Ararat","AU",6111,-37.285419,142.927277
"Armidale","AU",22673,-30.50828,151.671234
"Atherton","AU",6959,-17.268641,145.47522
"Australind","AU",6621,-33.279202,115.715042
"Ayr","AU",9079,-19.573931,147.406662
"Bairnsdale","AU",11006,-37.822891,147.610413
"Ballarat","AU",85110,-37.56266,143.862579
"Ballina","AU",14248,-28.86414,153.565414
"Batemans Bay","AU",10557,-35.706581,150.175415
"Benalla","AU",9020,-36.551128,145.984253
"Bendigo","AU",81658,-36.758179,144.280243
"Biloela","AU",6309,-24.416667,150.5
"Blackwater","AU",7250,-23.583509,148.87912
"Bongaree","AU",13649,-27.08367,153.159424
"Bowen","AU",10983,-20.01367,148.247543
"Bowral","AU",9605,-34.477501,150.420395
"Brisbane","AU",1843459,-27.47101,153.024292
"Broken Hill","AU",17395,-31.961729,141.459976
"Broome","AU",13218,-17.955379,122.23922
"Buderim","AU",15228,-26.684429,153.057053
"Bunbury","AU",26370,-33.32711,115.641373
"Bundaberg","AU",52478,-24.866211,152.3479
"Burnie","AU",19976,-41.05584,145.903748
"Burpengary","AU",8280,-27.161131,152.959442
"Busselton","AU",12374,-33.652489,115.345497
"Byron Bay","AU",6764,-28.64201,153.611938
"Caboolture","AU",21478,-27.08465,152.951096
"Cairns","AU",154318,-16.92304,145.766251
"Caloundra","AU",38714,-26.797091,153.137711
"Canberra","AU",324025,-35.27603,149.13435
"Carnarvon","AU",7392,-24.88073,113.659401
"Casino","AU",9539,-28.858191,153.047485
"Castlemaine","AU",6604,-37.067089,144.216843
"Cessnock","AU",16394,-32.832111,151.356232
"Charters Towers","AU",9574,-20.07671,146.263535
"Clifton Springs","AU",7413,-38.1567,144.555099
"Coffs Harbour","AU",62978,-30.296261,153.11351
"Colac","AU",9089,-38.339001,143.584885
"Collie","AU",6337,-33.362061,116.156174
"Coolum Beach","AU",8555,-26.533331,153.091232
"Cooma","AU",6520,-36.234692,149.125977
"Cootamundra","AU",4934,-34.640949,148.028381
"Corowa","AU",5179,-35.999619,146.385803
"Cowra","AU",6799,-33.835541,148.696625
"Craigieburn","AU",19728,-37.6,144.95
"Cranbourne","AU",39420,-38.113419,145.283264
"Crib Point","AU",6908,-38.35,145.2
"Dalby","AU",9848,-27.18169,151.262054
"Darwin","AU",93081,-12.45722,130.836639
"Deception Bay","AU",16090,-27.193541,153.026306
"Deniliquin","AU",8024,-35.527409,144.959579
"Devonport","AU",19318,-41.176949,146.351517
"Dubbo","AU",29362,-32.24295,148.604843
"Emerald","AU",9399,-23.522961,148.157837
"Esperance","AU",7889,-33.86013,121.882591
"Flinders","AU",15000,-32.79924,134.211594
"Forbes","AU",4838,-33.384361,148.007599
"Galiwinku","AU",1347,-12.02811,135.564865
"Gatton","AU",6513,-27.558729,152.276184
"Gawler","AU",16362,-34.602509,138.749023
"Geelong","AU",150438,-38.153461,144.358093
"Geraldton","AU",27259,-28.778971,114.614594
"Gladstone","AU",30493,-23.84761,151.256348
"Gold Coast","AU",501175,-28.00029,153.430878
"Goulburn","AU",20941,-34.751549,149.720856
"Grafton","AU",16399,-29.690121,152.933365
"Griffith","AU",15456,-34.288528,146.050934
"Gunnedah","AU",7148,-30.98065,150.258377
"Gympie","AU",11029,-26.189159,152.658188
"Hamilton","AU",8869,-37.74334,142.028915
"Hastings","AU",6583,-38.3,145.183333
"Healesville","AU",7098,-37.65395,145.517181
"Hervey Bay","AU",47561,-25.285,152.873
"Hobart","AU",204863,-42.883209,147.331665
"Horsham","AU",12830,-36.711311,142.199814
"Howard Springs","AU",3359,-12.49576,131.044464
"Ingham","AU",6127,-18.645519,146.162476
"Innisfail","AU",10144,-17.522091,146.031021
"Inverell","AU",8561,-29.774031,151.111664
"Jabiru","AU",1892,-12.67558,132.831406
"Karratha","AU",11694,-20.73649,116.84638
"Katherine","AU",10142,-14.46517,132.263474
"Kawana Waters","AU",19881,-26.705999,153.131577
"Kempsey","AU",9522,-31.078979,152.830933
"Kiama","AU",10380,-34.668282,150.852188
"Kingaroy","AU",8573,-26.53994,151.837296
"Kununurra","AU",5679,-15.77813,128.744141
"Kurri Kurri","AU",10991,-32.819328,151.47908
"Kwinana","AU",20087,-32.230129,115.781281
"Kyabram","AU",6396,-36.313351,145.050354
"Lakes Entrance","AU",5849,-37.878941,147.995132
"Lara","AU",8179,-38.02388,144.406174
"Launceston","AU",72462,-41.438759,147.134674
"Leeton","AU",7299,-34.551048,146.404831
"Lemon Tree Passage","AU",5865,-32.731579,152.037186
"Leopold","AU",6120,-38.19001,144.468246
"Lismore","AU",31433,-28.81328,153.275803
"Lithgow","AU",11129,-33.482471,150.136307
"Mackay","AU",75924,-21.15345,149.165543
"Mandurah","AU",73369,-32.526901,115.721703
"Maningrida","AU",1391,-12.05111,134.22258
"Mareeba","AU",8403,-16.995001,145.423233
"Maryborough","AU",20680,-25.54073,152.704926
"Maryborough","AU",7046,-37.04562,143.739227
"Medowie","AU",5841,-32.741501,151.867599
"Melbourne","AU",3730212,-37.813938,144.963425
"Melton","AU",32369,-37.683392,144.585434
"Mildura","AU",47867,-34.185509,142.162506
"Milingimbi","AU",986,-12.10188,134.919006
"Mittagong","AU",6717,-34.45002,150.445724
"Moranbah","AU",7955,-21.99828,148.034836
"Morayfield","AU",10261,-27.108761,152.949066
"Moree","AU",8205,-29.46278,149.841568
"Morwell","AU",11585,-38.23476,146.394989
"Moss Vale","AU",6739,-34.553741,150.371155
"Mount Barker","AU",8357,-35.066667,138.866667
"Mount Gambier","AU",23210,-37.831799,140.77919
"Mount Isa","AU",22564,-20.725229,139.497269
"Mudgee","AU",9042,-32.433333,149.583333
"Murray Bridge","AU",11356,-35.119862,139.273453
"Murwillumbah","AU",6868,-28.32732,153.393387
"Muswellbrook","AU",11630,-32.261181,150.890091
"Nambour","AU",14919,-26.626129,152.959412
"Nambucca Heads","AU",6899,-30.643181,153.008835
"Narrabri","AU",7082,-30.32612,149.783707
"Nelson Bay","AU",7725,-32.720428,152.143982
"Nerang","AU",17684,-27.98941,153.336334
"Newcastle","AU",497961,-32.927792,151.784485
"New Norfolk","AU",5526,-42.78075,147.059387
"Nguiu","AU",1250,-11.75911,130.638153
"Ngukurr","AU",947,-14.73081,134.731018
"Nhulunbuy","AU",3202,-12.18652,136.782013
"Northam","AU",5858,-31.649321,116.674232
"Orange","AU",30402,-33.283089,149.100006
"Pakenham","AU",10602,-38.070179,145.474106
"Palmerston","AU",31075,-12.45722,130.836639
"Parkes","AU",11137,-33.137199,148.175903
"Perth","AU",1446715,-31.95224,115.861397
"Port Augusta","AU",12133,-32.495972,137.772812
"Port Hedland","AU",14289,-20.312149,118.610588
"Port Keats","AU",1351,-14.24029,129.52092
"Portland","AU",8842,-38.352612,141.605743
"Port Lincoln","AU",11247,-34.72625,135.87442
"Port Macquarie","AU",48553,-31.43084,152.908936
"Port Pirie","AU",12328,-33.191761,138.017456
"Queanbeyan","AU",32249,-35.354931,149.231995
"Raymond Terrace","AU",13606,-32.75,151.75
"Rockhampton","AU",65851,-23.38032,150.505951
"Roebourne","AU",19264,-20.772289,117.146477
"Roma","AU",5497,-26.56741,148.787506
"Sale","AU",12917,-38.11095,147.068024
"Sawtell","AU",14608,-30.36459,153.10141
"Singleton","AU",13813,-32.567421,151.166031
"Somerville","AU",7015,-38.216667,145.166667
"Stawell","AU",6991,-37.05632,142.780884
"Sunbury","AU",29926,-37.577419,144.726074
"Swan Hill","AU",9276,-35.3386,143.559525
"Sydney","AU",4394585,-33.861481,151.205475
"Tamworth","AU",38552,-31.090481,150.929047
"Taree","AU",44183,-31.91099,152.453873
"Toowoomba","AU",92802,-27.56056,151.953857
"Torquay","AU",6670,-25.283333,152.866667
"Townsville","AU",138959,-19.26639,146.805695
"Traralgon","AU",18226,-38.195278,146.541504
"Tumut","AU",6526,-35.300159,148.225052
"Ulladulla","AU",9250,-35.359058,150.472473
"Ulverstone","AU",9605,-41.160259,146.182419
"Victor Harbor","AU",7760,-35.550419,138.621536
"Victoria Point","AU",11930,-27.58329,153.311722
"Wagga Wagga","AU",55382,-35.125771,147.353745
"Wangaratta","AU",14023,-36.358459,146.320557
"Warragul","AU",9128,-38.159119,145.931183
"Warrnambool","AU",29928,-38.38176,142.487991
"Warwick","AU",12347,-28.219009,152.034378
"Wellington","AU",5428,-32.555882,148.945084
"Whyalla","AU",19646,-33.032681,137.564835
"Wodonga","AU",31518,-36.121792,146.888092
"Wollongong","AU",260918,-34.424,150.893448
"Wonthaggi","AU",5985,-38.605862,145.593552
"Yeppoon","AU",10769,-23.126829,150.744064
"Young","AU",7501,-34.313499,148.301071
"Yulara","AU",3903,-25.245291,130.980545
"Oranjestad","AW",29998,12.5166667,-70.0333333
"Agdam","AZ",39451,39.99096,46.927356
"Agdas","AZ",23528,40.65,47.476111
"Agstafa","AZ",12542,41.118889,45.453889
"Agsu","AZ",17209,40.569167,48.396476
"Alunitdag","AZ",857,40.521667,46.080556
"Aran","AZ",6724,40.625278,46.975556
"Artyom","AZ",13435,40.472255,50.333041
"Astara","AZ",15190,38.455977,48.87498
"Badamdar","AZ",11398,40.339444,49.803889
"Baku","AZ",1116513,40.395278,49.882222
"Basqal","AZ",1234,40.7552,48.391044
"Buzovna","AZ",24795,40.517888,50.113901
"Ceyranbatan","AZ",5684,40.540833,49.659722
"Corat","AZ",8624,40.5725,49.706389
"Culfa","AZ",10820,38.9558,45.6308
"Gilazi","AZ",3277,40.903896,49.335522
"Gilazi","AZ",3277,40.870977,49.342333
"Goranboy","AZ",7334,40.610278,46.789722
"Göyçay","AZ",35348,40.653056,47.740556
"Gürgan","AZ",712,40.397462,50.336733
"Guzdak","AZ",2462,40.374444,49.681944
"Hadrut","AZ",2523,39.520018,47.0318
"Haftoni","AZ",2003,38.763253,48.762231
"Hasanabad","AZ",4308,39.336672,49.214143
"Horadiz","AZ",2714,39.448771,47.335313
"Hövsan","AZ",36293,40.374444,50.085278
"Imisli","AZ",31381,39.871307,48.064094
"Istisu","AZ",929,39.947532,45.962121
"Kesla","AZ",17913,40.397778,49.898611
"Kijäba","AZ",4567,38.532778,48.816667
"Kirovskiy","AZ",34488,40.433333,49.85
"Korgöz","AZ",2036,40.303056,49.62
"Lerik","AZ",7094,38.772633,48.412788
"Lökbatan","AZ",30694,40.323718,49.728038
"Masalli","AZ",9603,39.027781,48.670276
"Mastaga","AZ",40092,40.532778,50.003889
"Mincivan","AZ",6353,39.029348,46.718471
"Mugan","AZ",4410,40.095182,48.821136
"Naftalan","AZ",7045,40.506667,46.825
"Nardaran","AZ",7700,40.556111,50.005556
"Neftçala","AZ",18661,39.37417,49.247224
"Ordubad","AZ",9781,38.905954,46.023411
"Pirsagi","AZ",5102,40.564032,49.8913
"Pushkino","AZ",18182,39.458333,48.545
"Puta","AZ",1018,40.296667,49.660278
"Qabaqçöl","AZ",1293,41.72,46.264722
"Qala","AZ",2709,40.44182,50.168121
"Qaraçala","AZ",4211,39.813178,48.952303
"Qaraçuxur","AZ",72989,40.396667,49.973611
"Qarayeri","AZ",5565,40.78862,46.306589
"Qax","AZ",11993,41.4225,46.924167
"Qazanbulaq","AZ",980,40.618611,46.645278
"Qazax","AZ",18904,41.093333,45.366111
"Qobu","AZ",7377,40.404722,49.713056
"Qobustan","AZ",13398,40.08238,49.412048
"Qovlar","AZ",12819,40.942137,45.732171
"Quba","AZ",22405,41.362587,48.515186
"Qusar","AZ",16022,41.427284,48.42893
"Quscu","AZ",408,40.555556,46.091944
"Ramana","AZ",8855,40.442222,49.980556
"Sabirabad","AZ",28076,40.009458,48.475154
"Sabunçu","AZ",20996,40.4425,49.948056
"Sahbuz","AZ",2674,39.407222,45.573889
"Salyan","AZ",36555,39.593615,48.980552
"Samur","AZ",1760,41.632544,48.430248
"Saray","AZ",10173,40.532222,49.716389
"Sollar","AZ",205,41.639727,48.664408
"Sonqar","AZ",730,40.322099,49.601085
"Suraabad","AZ",1945,40.819244,49.468745
"Susa","AZ",18663,39.758934,46.749187
"Tovuz","AZ",12626,40.992222,45.628889
"Türkan","AZ",9699,40.363889,50.215
"Türyançay","AZ",307,40.7088,47.54326
"Ucar","AZ",15741,40.518333,47.654167
"Vurgun","AZ",2635,41.094229,45.471616
"Xaçmaz","AZ",37175,41.463489,48.80605
"Xanlar","AZ",17816,40.586944,46.315833
"Xocali","AZ",5810,39.9,46.866667
"Xocali","AZ",5810,39.912973,46.790284
"Xocasan","AZ",5089,40.413484,49.772088
"Xudat","AZ",13625,41.630965,48.681
"Yevlax","AZ",53715,40.612732,47.142329
"Zabrat","AZ",21396,40.476104,49.941582
"Zaqatala","AZ",18277,41.633611,46.643333
"Zig","AZ",6001,40.343889,49.969167
"Banja Luka","BA",221100,44.7758333,17.1855556
"Banovici","BA",7211,44.4041667,18.4475
"Barice","BA",3697,44.5405556,18.4811111
"Batkovici","BA",4923,44.8536111,19.1963889
