"City","Country","Population","Latitude","Longitude"
"Sezemice","CZ",2995,50.066321,15.850651
"Sezimovo Usti","CZ",7455,49.377523,14.702868
"Sitborice","CZ",1940,49.014957,16.777808
"Skutec","CZ",5322,49.842468,15.994781
"Slany","CZ",15330,50.232504,14.074934
"Slapanice","CZ",6190,49.165352,16.725835
"Slatinany","CZ",3957,49.918333,15.815192
"Slavicin","CZ",7127,49.087973,17.879764
"Slavkov u Brna","CZ",5858,49.153157,16.879558
"Slavonice","CZ",2703,48.998229,15.350296
"Sluknov","CZ",5630,51.004656,14.453761
"Slusovice","CZ",2972,49.250592,17.79852
"Smirice","CZ",3131,50.300086,15.865792
"Smrzovka","CZ",3415,50.735331,15.244694
"Sobeslav","CZ",7252,49.259093,14.718653
"Sobotin","CZ",2502,50.016667,17.1
"Sobotka","CZ",2279,50.467115,15.175501
"Sokolov","CZ",25079,50.178428,12.647147
"Solnice","CZ",2076,50.203468,16.238854
"Spalene Porici","CZ",2501,49.612487,13.605553
"Stankov","CZ",3053,49.552243,13.06993
"Stara Paka","CZ",2015,50.510833,15.49
"Stara Ves nad Ondrejnici","CZ",2439,49.726075,18.19404
"Stare Mesto","CZ",2137,50.161224,16.946342
"Stare Mesto","CZ",6661,49.076493,17.437993
"Stary Jicin","CZ",2400,49.577494,17.961908
"Stary Plzenec","CZ",4225,49.694596,13.474666
"Stepankovice","CZ",3030,49.957387,18.03714
"Stepanov","CZ",3316,50.162384,16.917024
"Sternberk","CZ",14130,49.726551,17.292981
"Steti","CZ",9152,50.453141,14.378383
"Stity","CZ",2021,49.961908,16.763931
"Stochov","CZ",5563,50.139507,13.965953
"Stod","CZ",3429,49.639961,13.16422
"Strakonice","CZ",23863,49.260997,13.905073
"Stramberk","CZ",3395,49.590958,18.117846
"Strani","CZ",3831,48.905327,17.705316
"Strasice","CZ",2456,49.735474,13.757592
"Straznice","CZ",5960,48.898948,17.311932
"Straz pod Ralskem","CZ",4010,50.698886,14.794952
"Strelice","CZ",2527,49.15342,16.500263
"Stribro","CZ",7748,49.754845,12.995478
"Studena","CZ",2482,49.187082,15.28649
"Studenka","CZ",10503,49.719889,18.074529
"Suchdol nad Luznici","CZ",3628,48.89419,14.878038
"Sumperk","CZ",29604,49.965811,16.978874
"Susice","CZ",11452,49.237292,13.523972
"Svetla nad Sazavou","CZ",7158,49.667892,15.402449
"Svitavy","CZ",17625,49.755945,16.466791
"Svoboda nad Upou","CZ",2249,50.623117,15.817125
"Tabor","CZ",36546,49.411005,14.672771
"Tachov","CZ",12684,49.798116,12.635752
"Tanvald","CZ",6971,50.740333,15.274131
"Telc","CZ",6028,49.18228,15.458117
"Tepla","CZ",3085,49.979968,12.864322
"Teplice","CZ",50972,50.646569,13.840138
"Terezin","CZ",2916,50.510696,14.149776
"Terlicko","CZ",4110,49.752945,18.482957
"Tisnov","CZ",8279,49.347502,16.425956
"Tlucna","CZ",2307,49.724768,13.239043
"Tlumacov","CZ",2393,49.252762,17.500987
"Touzim","CZ",3779,50.055655,12.990823
"Tovacov","CZ",2656,49.430834,17.287735
"Trebechovice pod Orebem","CZ",5406,50.201595,15.988212
"Trebic","CZ",39038,49.210649,15.881458
"Trebon","CZ",8968,49.005636,14.763256
"Tremosna","CZ",4605,49.82666,13.391741
"Tremosnice","CZ",3390,49.870259,15.577777
"Trhove Sviny","CZ",4596,48.841687,14.638371
"Trinec","CZ",39054,49.680358,18.665348
"Trmice","CZ",2678,50.642224,14.001877
"Trojanovice","CZ",2054,49.515596,18.233463
"Troubky","CZ",1980,49.429764,17.347977
"Trutnov","CZ",32085,50.565612,15.914355
"Tuchlovice","CZ",2211,50.136983,13.990812
"Turnov","CZ",14500,50.592134,15.164575
"Tvrdonice","CZ",2059,48.76088,16.992502
"Tynec nad Sazavou","CZ",5374,49.827817,14.598529
"Tyniste nad Orlici","CZ",6259,50.152992,16.076118
"Tyn nad Vltavou","CZ",8100,49.225516,14.418562
"Uherske Hradiste","CZ",26954,49.066667,17.463943
"Uhersky Brod","CZ",17625,49.025539,17.646646
"Uhersky Ostroh","CZ",4499,48.98866,17.394875
"Uhlirske Janovice","CZ",3172,49.881494,15.064461
"Unicov","CZ",12474,49.772259,17.122268
"Upice","CZ",5906,50.512965,16.016914
"Ustek","CZ",2649,50.58494,14.345113
"Usti nad Orlici","CZ",15194,49.975283,16.397151
"Usti","CZ",95556,50.666667,14.033333
"Uvaly","CZ",4834,50.073111,14.725905
"Vacenovice","CZ",2075,48.948027,17.174783
"Valasska Bystrice","CZ",2172,49.414654,18.109637
"Valasske Klobouky","CZ",5168,49.143456,18.01618
"Valasske Mezirici","CZ",27562,49.473211,17.972378
"Valtice","CZ",3616,48.741812,16.757793
"Vamberk","CZ",4794,50.117637,16.293932
"Varnsdorf","CZ",16018,50.915389,14.617839
"Vejprnice","CZ",2509,49.73007,13.277113
"Vejprty","CZ",3320,50.49575,13.033892
"Velesin","CZ",4006,48.83049,14.463114
"Velim","CZ",2046,50.061389,15.101479
"Velka Bites","CZ",4868,49.28905,16.227124
"Velka Bystrice","CZ",2857,49.594408,17.360232
"Velka nad Velickou","CZ",3216,48.883333,17.533333
"Velke Bilovice","CZ",3785,48.849474,16.89145
"Velke Hamry","CZ",2709,50.717417,15.296648
"Velke Karlovice","CZ",2664,49.36405,18.3069
"Velke Losiny","CZ",2878,50.043327,17.053093
"Velke Mezirici","CZ",11795,49.355442,16.01449
"Velke Opatovice","CZ",4176,49.613217,16.676185
"Velke Pavlovice","CZ",3089,48.902269,16.814891
"Velke Porici","CZ",2272,50.458755,16.192494
"Velky Osek","CZ",2188,50.100358,15.192194
"Velky Senov","CZ",2004,50.992377,14.382757
"Velky Tynec","CZ",2114,49.551547,17.335117
"Velvary","CZ",3001,50.281733,14.24153
"Vendryne","CZ",3827,49.655127,18.699643
"Verovice","CZ",1934,49.538936,18.119879
"Veseli nad Luznici","CZ",6606,49.184951,14.698235
"Veseli nad Moravou","CZ",12245,48.950888,17.382144
"Vetrni","CZ",3756,48.77493,14.287545
"Veverska Bityska","CZ",2779,49.275743,16.436621
"Vikyrovice","CZ",2014,49.983333,17.016667
"Vimperk","CZ",8237,49.056271,13.785015
"Vitkov","CZ",6312,49.775114,17.752379
"Vizovice","CZ",4481,49.221403,17.853332
"Vlasim","CZ",12350,49.703603,14.899412
"Vlcnov","CZ",3016,49.580239,17.952866
"Vnorovy","CZ",3065,48.929189,17.350493
"Vodnany","CZ",6546,49.147394,14.170186
"Volary","CZ",4047,48.91039,13.889017
"Volyne","CZ",3177,50.448742,13.211491
"Votice","CZ",4599,49.639484,14.640219
"Vracov","CZ",4514,48.974388,17.21088
"Vranovice","CZ",1918,48.966667,16.6
"Vratimov","CZ",6431,49.768571,18.315002
"Vrbno pod Pradedem","CZ",6220,50.121807,17.379478
"Vrchlabi","CZ",13155,50.624091,15.61315
"Vrdy","CZ",3049,49.920754,15.471089
"Vresina","CZ",2328,49.946431,18.191672
"Vsetaty","CZ",2001,50.28187,14.592122
"Vsetin","CZ",29302,49.341899,17.983582
"Vyskov","CZ",22549,49.278302,17.002565
"Vysoke Myto","CZ",12173,49.953254,16.154723
"Vyssi Brod","CZ",2547,48.617733,14.31264
"Zabreh","CZ",14574,49.884404,16.873092
"Zacler","CZ",3617,50.65811,15.908241
"Zakupy","CZ",2582,50.68491,14.646469
"Zamberk","CZ",6128,50.086091,16.463802
"Zasova","CZ",2738,49.476432,18.044408
"Zastavka","CZ",2350,49.2,16.366667
"Zatec","CZ",19961,50.326309,13.544673
"Zbiroh","CZ",2582,49.8565,13.769114
"Zbysov","CZ",3925,49.130834,16.806276
"Zdanice","CZ",2731,49.067259,17.0284
"Zdice","CZ",3936,49.914201,13.976926
"Zdounky","CZ",2018,49.229255,17.314168
"Zelezna Ruda","CZ",2009,49.137768,13.232492
"Zelezny Brod","CZ",6516,50.645106,15.255259
"Zidlochovice","CZ",3075,49.038068,16.614826
"Zirovnice","CZ",3043,49.252133,15.188454
"Zlate Hory","CZ",4489,50.260746,17.395136
"Zlin","CZ",81066,49.216667,17.666667
"Zliv","CZ",3679,49.066667,14.366667
"Zlonice","CZ",2261,50.286003,14.091592
"Zlutice","CZ",2854,50.090704,13.162844
"Znojmo","CZ",35791,48.856116,16.056412
"Zruc nad Sazavou","CZ",5175,49.744364,15.103751
"Aachen","DE",251104,50.770833,6.105278
"Aalen","DE",67593,48.833333,10.1
"Abensberg","DE",12543,48.816667,11.85
"Achern","DE",24272,48.633333,8.066667
"Achim","DE",30117,53.033333,9.016667
"Adendorf","DE",9917,53.283333,10.45
"Aerzen","DE",12114,52.033333,9.266667
"Ahaus","DE",38932,52.066667,7
"Ahlen","DE",55112,51.75,7.916667
"Ahrensburg","DE",30797,53.683333,10.25
"Aichach","DE",20935,48.466667,11.133333
"Ainring","DE",9852,47.816667,12.95
"Aken","DE",9350,51.85,12.05
"Albstadt","DE",47064,48.25,9.016667
"Aldenhoven","DE",14335,50.9,6.283333
"Alfeld","DE",21258,51.983333,9.833333
"Alfter","DE",22028,50.733333,7.016667
"Alpen","DE",12970,51.583333,6.516667
"Alsdorf","DE",46558,50.883333,6.166667
"Alsfeld","DE",17968,50.75,9.266667
"Altdorf","DE",11709,48.15,12.183333
"Altena","DE",20641,51.3,7.666667
"Altenburg","DE",38338,50.983333,12.45
"Altenholz","DE",9721,54.4,10.133333
"Altenstadt","DE",12388,50.283333,8.95
"Altensteig","DE",11122,48.583333,8.6
"Altötting","DE",12998,48.233333,12.683333
"Altusried","DE",10084,47.8,10.216667
"Alzenau","DE",19083,50.083333,9.066667
"Alzey","DE",17945,49.751667,8.116111
"Amberg","DE",44873,49.441389,11.862222
"Andernach","DE",29089,50.433333,7.4
"Angermünde","DE",18200,53.033333,14
"Anklam","DE",14533,53.866667,13.7
"Annaberg-Buchholz","DE",22849,50.566667,13
"Anröchte","DE",10981,51.566667,8.333333
"Ansbach","DE",40822,49.3,10.583333
"Apen","DE",11093,53.216667,7.8
"Apolda","DE",24380,51.016667,11.5
"Arnsberg","DE",77415,51.383333,8.083333
"Arnstadt","DE",25995,50.833333,10.95
"Aschaffenburg","DE",69248,49.973889,9.149167
"Ascheberg","DE",15327,51.783333,7.616667
"Aschersleben","DE",24569,51.75,11.466667
"Asperg","DE",12627,48.9,9.116667
"Attendorn","DE",25014,51.116667,7.9
"Aue","DE",18630,50.583333,12.7
"Auerbach","DE",25430,50.516667,12.4
"Augsburg","DE",261842,48.366667,10.883333
"Augustdorf","DE",10275,51.9,8.733333
"Aurich","DE",40987,53.466667,7.483333
"Babenhausen","DE",16551,49.966667,8.957778
"Backnang","DE",36477,48.95,9.433333
"Bad Aibling","DE",17926,47.866667,12
"Bad Bentheim","DE",15436,52.316667,7.166667
"Bad Berleburg","DE",20830,51.05,8.4
"Bad Bevensen","DE",8808,53.083333,10.583333
"Bad Bramstedt","DE",13303,53.916667,9.883333
"Bad Camberg","DE",13920,50.3,8.266667
"Bad Doberan","DE",11373,54.1,11.9
"Bad Driburg","DE",19743,51.733333,9.016667
"Bad Dürkheim","DE",18751,49.468611,8.166389
"Bad Dürrenberg","DE",11587,51.3,12.066667
"Bad Dürrheim","DE",12668,48.016667,8.533333
"Bad Ems","DE",9468,50.333333,7.716667
"Baden-Baden","DE",54802,48.75,8.25
"Bad Essen","DE",15858,52.316667,8.333333
"Bad Frankenhausen","DE",9102,51.35,11.1
"Bad Freienwalde","DE",15108,52.783333,14.033333
"Bad Gandersheim","DE",11100,51.866667,10.033333
"Bad Harzburg","DE",22670,51.883333,10.566667
"Bad Hersfeld","DE",30630,50.866667,9.7
"Bad Homburg","DE",51923,50.216667,8.616667
"Bad Iburg","DE",11790,52.15,8.05
"Bad Kissingen","DE",21527,50.2,10.083333
"Bad Kreuznach","DE",43317,49.833333,7.866667
"Bad Krozingen","DE",16051,47.916272,7.700622
"Bad Laasphe","DE",15268,50.933333,8.4
"Bad Laer","DE",9514,52.1,8.083333
"Bad Langensalza","DE",20144,51.1,10.65
"Bad Lauterberg","DE",11813,51.65,10.466667
"Bad Liebenwerda","DE",10880,51.516667,13.4
"Bad Liebenzell","DE",9665,48.766667,8.733333
"Bad Lippspringe","DE",15054,51.783333,8.816667
"Bad Mergentheim","DE",22072,49.4925,9.773611
"Bad Münder","DE",18692,52.2,9.466667
"Bad Münstereifel","DE",19166,50.55,6.766667
"Bad Nauheim","DE",30369,50.366667,8.75
"Bad Nenndorf","DE",10323,52.333333,9.366667
"Bad Neuenahr-Ahrweiler","DE",27972,50.55,7.1
"Bad Neustadt","DE",16268,50.333333,10.216667
"Bad Oeynhausen","DE",49698,52.2,8.8
"Bad Oldesloe","DE",23982,53.816667,10.383333
"Bad Orb","DE",10051,50.216667,9.35
"Bad Pyrmont","DE",21741,51.983333,9.25
"Bad Rappenau","DE",20868,49.240556,9.1025
"Bad Reichenhall","DE",16823,47.733333,12.883333
"Bad Sachsa","DE",8245,51.6,10.55
"Bad Säckingen","DE",16483,47.55,7.95
"Bad Salzdetfurth","DE",14590,52.05,10
"Bad Salzuflen","DE",55348,52.083333,8.766667
"Bad Salzungen","DE",16610,50.816667,10.233333
"Bad Sassendorf","DE",11552,51.583333,8.166667
"Bad Schwalbach","DE",11259,50.133333,8.066667
"Bad Schwartau","DE",20052,53.916667,10.7
"Bad Segeberg","DE",16097,53.933333,10.316667
"Bad Soden","DE",21418,50.133333,8.5
"Bad Soden-Salmünster","DE",13960,50.283333,9.366667
"Bad Sooden-Allendorf","DE",8955,51.283333,9.983333
"Bad Tölz","DE",17378,47.766667,11.566667
"Bad Urach","DE",13007,48.5,9.4
"Bad Vilbel","DE",30933,50.183333,8.75
"Bad Waldsee","DE",19749,47.916667,9.766667
"Bad Wildbad","DE",11411,48.75,8.55
"Bad Wildungen","DE",18078,51.116667,9.116667
"Bad Windsheim","DE",12033,49.5,10.416667
"Bad Wörishofen","DE",13922,48.016667,10.6
"Bad Wurzach","DE",14288,47.9,9.9
"Bad Zwischenahn","DE",26641,53.183333,8
"Baesweiler","DE",27865,50.9,6.183333
"Baiersbronn","DE",16156,48.5,8.383333
"Balingen","DE",34680,48.283333,8.85
"Balve","DE",12288,51.333333,7.866667
"Bamberg","DE",70471,49.866667,10.866667
"Bargteheide","DE",14123,53.733333,10.266667
"Barmstedt","DE",9558,53.783333,9.766667
"Barntrup","DE",9666,51.983333,9.116667
"Barsbüttel","DE",12395,53.566667,10.166667
"Barsinghausen","DE",34322,52.3,9.45
"Barth","DE",9344,54.366667,12.733333
"Bassum","DE",16204,52.85,8.733333
"Baunatal","DE",28338,51.25,9.416667
"Bautzen","DE",41606,51.183333,14.433333
"Bayreuth","DE",74840,49.948056,11.578333
"Bebra","DE",14798,50.966667,9.8
"Beckingen","DE",15959,49.4,6.7
"Beckum","DE",37914,51.75,8.033333
"Bedburg","DE",25224,51,6.583333
"Beeskow","DE",8547,52.166667,14.25
"Belm","DE",14073,52.3,8.133333
"Bendorf","DE",17224,50.433333,7.566667
"Bensheim","DE",39450,49.680278,8.616111
"Bergen","DE",13586,52.816667,9.966667
"Bergen","DE",14621,54.416667,13.433333
"Bergheim","DE",64082,50.966667,6.65
"Bergisch Gladbach","DE",106611,50.983333,7.133333
"Bergkamen","DE",52670,51.633333,7.633333
"Bergneustadt","DE",20865,51.033333,7.65
"Berlin","DE",3398362,52.516667,13.4
"Bernau","DE",33481,52.666667,13.583333
"Bernburg","DE",32859,51.8,11.733333
"Besigheim","DE",11667,48.983333,9.133333
"Bestwig","DE",11819,51.366667,8.4
"Betzdorf","DE",10615,50.783333,7.883333
"Beverungen","DE",15230,51.666667,9.366667
"Bexbach","DE",19372,49.333333,7.266667
"Biberach","DE",32501,48.1,9.8
"Biblis","DE",8824,49.691667,8.458611
"Biedenkopf","DE",13736,50.916667,8.533333
"Bielefeld","DE",327198,52.033333,8.533333
"Bietigheim-Bissingen","DE",41979,48.966667,9.133333
"Billerbeck","DE",11578,51.966667,7.3
"Bingen","DE",24844,49.966667,7.9
"Birkenau","DE",10406,49.5625,8.706944
"Birkenfeld","DE",10444,48.866667,8.633333
"Bischofsheim","DE",12114,49.993889,8.367222
"Bischofswerda","DE",13577,51.116667,14.183333
"Bissendorf","DE",14431,52.233333,8.166667
"Bitburg","DE",13154,49.966667,6.533333
"Bitterfeld","DE",15486,51.616667,12.316667
"Blankenburg","DE",15887,51.783333,10.95
"Blaubeuren","DE",11900,48.4,9.783333
"Blieskastel","DE",22938,49.233333,7.25
"Blomberg","DE",17295,51.933333,9.083333
"Blumberg","DE",10666,47.833333,8.533333
"Bobenheim-Roxheim","DE",10129,49.5875,8.357778
"Bobingen","DE",16595,48.266667,10.833333
"Böblingen","DE",46830,48.683333,9.016667
"Bocholt","DE",73872,51.833333,6.6
"Bochum","DE",387061,51.483333,7.216667
"Bockenem","DE",11328,52.016667,10.133333
"Bogen","DE",10458,48.916667,12.683333
"Böhl-Iggelheim","DE",10694,49.380556,8.303889
"Bohmte","DE",13432,52.366667,8.316667
"Boizenburg","DE",10634,53.383333,10.716667
"Bönen","DE",18950,51.6,7.766667
"Bonn","DE",314081,50.733333,7.1
"Bopfingen","DE",12669,48.85,10.35
"Boppard","DE",16606,50.233333,7.6
"Borgentreich","DE",9813,51.566667,9.25
"Borken","DE",13656,51.05,9.283333
"Borken","DE",41179,51.85,6.866667
"Borna","DE",18504,51.116667,12.5
"Bornheim","DE",49126,50.766667,7
"Bottrop","DE",120829,51.516667,6.916667
"Bovenden","DE",13376,51.583333,9.933333
"Brackenheim","DE",15031,49.079722,9.065
"Brake","DE",16199,53.333333,8.483333
"Brakel","DE",17782,51.716667,9.183333
"Bramsche","DE",28773,52.4,7.983333
"Brandenburg","DE",75507,52.416667,12.55
"Brand-Erbisdorf","DE",12098,50.866667,13.333333
"Braunfels","DE",11398,50.516667,8.4
"Breisach","DE",14083,48.032791,7.582937
"Bremen","DE",546429,53.083333,8.8
"Bremerhaven","DE",119688,53.55,8.583333
"Bremervörde","DE",18983,53.483333,9.133333
"Bretten","DE",28774,49.039167,8.702778
"Bretzfeld","DE",12223,49.179444,9.438333
"Brilon","DE",27186,51.4,8.583333
"Bruchköbel","DE",20820,50.183333,8.916667
"Bruchsal","DE",43615,49.128056,8.583611
"Bruckmühl","DE",16178,47.883333,11.916667
"Brüggen","DE",16224,51.25,6.183333
"Brühl","DE",14344,49.397222,8.533611
"Brühl","DE",44588,50.833333,6.9
"Brunsbüttel","DE",13840,53.9,9.15
"Brunswick","DE",245259,52.266667,10.533333
"Buchen","DE",19276,49.523889,9.323056
"Buchloe","DE",11997,48.033333,10.733333
"Bückeburg","DE",21077,52.266667,9.05
"Büdelsdorf","DE",10060,54.316667,9.683333
"Büdingen","DE",22157,50.3,9.116667
"Bühl","DE",29434,48.7,8.15
"Bünde","DE",45389,52.2,8.583333
"Burbach","DE",14984,50.75,8.083333
"Büren","DE",22703,51.55,8.566667
"Burg","DE",28602,52.266667,11.85
"Burgdorf","DE",30288,52.45,10.016667
"Burghausen","DE",18376,48.166667,12.833333
"Burgkirchen","DE",10795,48.166667,12.733333
"Burglengenfeld","DE",12098,49.205556,12.041389
"Burgstädt","DE",12506,50.916667,12.816667
"Burgthann","DE",11615,49.35,11.3
"Burladingen","DE",13249,48.283333,9.116667
"Burscheid","DE",19579,51.1,7.116667
"Bürstadt","DE",15365,49.643611,8.46
"Büttelborn","DE",13326,49.903333,8.523333
"Butzbach","DE",25804,50.433333,8.683333
"Bützow","DE",8163,53.85,11.983333
"Buxtehude","DE",38236,53.45,9.7
"Cadolzburg","DE",10188,49.45,10.866667
"Calbe","DE",11666,51.9,11.766667
"Calw","DE",24220,48.716667,8.733333
"Castrop-Rauxel","DE",78587,51.55,7.316667
"Celle","DE",71106,52.616667,10.083333
"Cham","DE",17393,49.225556,12.663611
"Chemnitz","DE",246654,50.833333,12.916667
"Clausthal-Zellerfeld","DE",15082,51.8,10.333333
"Cleves","DE",49448,51.783333,6.15
"Cloppenburg","DE",31030,52.85,8.033333
"Coburg","DE",42413,50.25,10.966667
"Coesfeld","DE",36929,51.933333,7.15
"Cologne","DE",968823,50.933333,6.95
"Coswig","DE",21965,51.133333,13.583333
"Coswig","DE",8729,51.883333,12.45
"Cottbus","DE",115246,51.766667,14.333333
"Crailsheim","DE",32666,49.15,10.083333
"Cremlingen","DE",12811,52.25,10.65
"Crimmitschau","DE",22410,50.816667,12.383333
"Cuxhaven","DE",52873,53.883333,8.7
"Dachau","DE",39815,48.266667,11.433333
"Damme","DE",16236,52.516667,8.2
"Dannenberg","DE",8612,53.1,11.1
"Darmstadt","DE",139757,49.870556,8.649444
"Dassel","DE",11319,51.8,9.683333
"Datteln","DE",37130,51.666667,7.383333
"Deggendorf","DE",31146,48.833333,12.966667
"Delbrück","DE",30699,51.766667,8.566667
"Delitzsch","DE",25160,51.533333,12.35
"Delmenhorst","DE",75740,53.05,8.616667
"Demmin","DE",12263,53.9,13.033333
"Denkendorf","DE",10096,48.683333,9.316667
"Denzlingen","DE",13388,48.066667,7.883333
"Dessau","DE",76628,51.833333,12.25
"Detmold","DE",74853,51.933333,8.883333
"Dettingen","DE",9282,48.533333,9.35
"Dieburg","DE",15452,49.898889,8.844444
"Diedorf","DE",10348,48.35,10.766667
"Diepholz","DE",16874,52.6,8.366667
"Dietzenbach","DE",32975,50.016667,8.783333
"Diez","DE",11065,50.366667,8.016667
"Dillenburg","DE",24772,50.733333,8.283333
"Dillingen","DE",19013,48.566667,10.483333
"Dillingen","DE",21451,49.35,6.733333
"Dingolfing","DE",18733,48.633333,12.5
"Dinkelsbühl","DE",11581,49.066667,10.316667
"Dinklage","DE",12802,52.65,8.116667
"Dinslaken","DE",71632,51.566667,6.733333
"Ditzingen","DE",24255,48.833333,9.066667
"Döbeln","DE",21318,51.116667,13.116667
"Donaueschingen","DE",21699,47.95,8.5
"Donauwörth","DE",18550,48.7,10.8
"Donzdorf","DE",11038,48.683333,9.816667
"Dorfen","DE",13425,48.266667,12.15
"Dormagen","DE",64129,51.1,6.833333
"Dornstadt","DE",8374,48.466667,9.95
"Dorsten","DE",80180,51.666667,6.966667
"Dortmund","DE",594255,51.516667,7.45
"Dörverden","DE",9805,52.85,9.233333
"Dossenheim","DE",11794,49.450278,8.674722
"Dreieich","DE",41054,50,8.7
"Drensteinfurt","DE",15234,51.8,7.75
"Dresden","DE",480801,51.05,13.75
"Drochtersen","DE",12404,53.7,9.383333
"Drolshagen","DE",12438,51.016667,7.766667
"Duderstadt","DE",22842,51.516667,10.266667
"Duisburg","DE",505271,51.433333,6.75
"Dülmen","DE",47899,51.833333,7.3
"Düren","DE",92956,50.8,6.483333
"Durmersheim","DE",11742,48.933333,8.266667
"Düsseldorf","DE",577139,51.216667,6.766667
"Eberbach","DE",15526,49.469444,8.992778
"Ebersbach","DE",16143,48.716667,9.533333
"Ebersbach","DE",9056,51.016667,14.583333
"Ebersberg","DE",11082,48.083333,11.966667
"Eberswalde","DE",41384,52.833333,13.833333
"Eching","DE",13247,48.3,11.616667
"Eckernförde","DE",23184,54.466667,9.833333
"Edemissen","DE",12838,52.383333,10.266667
"Edewecht","DE",20519,53.133333,7.983333
"Edingen-Neckarhausen","DE",13935,49.457222,8.606389
"Egelsbach","DE",9703,49.971111,8.670278
"Eggenfelden","DE",12988,48.4,12.766667
"Eggenstein-Leopoldshafen","DE",15222,49.095278,8.390556
"Ehingen","DE",26154,48.283333,9.733333
"Eichenau","DE",11614,48.166667,11.316667
"Eichenzell","DE",10708,50.483333,9.7
"Eichstätt","DE",13166,48.883333,11.183333
"Eilenburg","DE",17120,51.466667,12.616667
"Einbeck","DE",28179,51.816667,9.866667
"Eisenach","DE",44399,50.983333,10.316667
"Eisenberg","DE",9970,49.565833,8.07
"Eisenberg","DE",11616,50.966667,11.9
"Eisenhüttenstadt","DE",35839,52.15,14.65
"Eislingen","DE",20343,48.7,9.7
"Eitorf","DE",19867,50.766667,7.45
"Ellwangen","DE",25396,48.966667,10.133333
"Elmshorn","DE",48744,53.75,9.65
"Elsdorf","DE",21901,50.933333,6.566667
"Elsfleth","DE",9286,53.233333,8.466667
"Elsterwerda","DE",9714,51.45,13.533333
"Eltville","DE",16858,50.033333,8.116667
"Elze","DE",9686,52.116667,9.733333
"Emden","DE",51639,53.366667,7.216667
"Emmendingen","DE",26820,48.133333,7.85
"Emmerich","DE",29753,51.833333,6.25
"Emsdetten","DE",35383,52.183333,7.533333
"Engelskirchen","DE",20883,50.983333,7.4
"Engen","DE",10195,47.85,8.766667
"Enger","DE",20417,52.133333,8.566667
"Eningen","DE",10715,48.483333,9.25
"Ennepetal","DE",32426,51.3,7.35
"Ennigerloh","DE",20678,51.833333,8.016667
"Eppelborn","DE",18400,49.4,6.966667
"Eppelheim","DE",14647,49.4025,8.633056
"Eppingen","DE",21457,49.136944,8.910278
"Eppstein","DE",13512,50.133333,8.4
"Erbach","DE",13238,48.333333,9.883333
"Erbach","DE",13501,49.656111,8.996389
"Erding","DE",32377,48.3,11.933333
"Erftstadt","DE",51606,50.816667,6.766667
"Erfurt","DE",196719,50.983333,11.033333
"Ergolding","DE",11513,48.583333,12.166667
"Erkelenz","DE",44479,51.083333,6.316667
"Erkner","DE",11866,52.416667,13.75
"Erkrath","DE",47908,51.216667,6.9
"Erlangen","DE",102781,49.589722,11.003889
"Erlenbach","DE",10095,49.803889,9.163889
"Erlensee","DE",12407,50.15,8.95
"Erwitte","DE",16097,51.616667,8.35
"Eschborn","DE",20438,50.133333,8.55
"Eschwege","DE",21546,51.183333,10.066667
"Eschweiler","DE",55888,50.816667,6.283333
"Espelkamp","DE",26684,52.383333,8.616667
"Essenbach","DE",11013,48.616667,12.216667
"Essen","DE",576914,51.45,7.016667
"Esslingen","DE",92710,48.75,9.3
"Ettenheim","DE",11956,48.25,7.816667
"Ettlingen","DE",39635,48.95,8.4
"Euskirchen","DE",54855,50.666667,6.783333
"Eutin","DE",17258,54.133333,10.616667
"Falkensee","DE",37916,52.566667,13.083333
"Falkenstein","DE",9859,50.483333,12.366667
"Fallingbostel","DE",13639,52.866667,9.7
"Feldkirchen-Westerham","DE",10177,47.9,11.85
"Fellbach","DE",44142,48.8,9.283333
"Felsberg","DE",11244,51.133333,9.416667
"Feucht","DE",13585,49.376667,11.213889
"Feuchtwangen","DE",12207,49.166667,10.333333
"Filderstadt","DE",43580,48.666667,9.216667
"Finnentrop","DE",18466,51.166667,7.966667
"Finsterwalde","DE",18733,51.633333,13.716667
"Flensburg","DE",85158,54.783333,9.433333
"Flöha","DE",11427,50.866667,13.066667
"Flörsheim","DE",19936,50.016667,8.433333
"Forchheim","DE",30838,49.723056,11.066944
"Forst","DE",22521,51.733333,14.633333
"Frankenberg","DE",19366,51.066667,8.8
"Frankenberg","DE",16819,50.916667,13.033333
"Frankenthal","DE",47523,49.537222,8.355
"Frankfurt","DE",648034,50.116667,8.683333
"Frankfurt","DE",64399,52.35,14.55
"Frechen","DE",48198,50.916667,6.816667
"Freiberg","DE",15517,48.933333,9.2
"Freiberg","DE",43160,50.916667,13.366667
"Freiburg","DE",213920,48,7.85
"Freilassing","DE",16033,47.85,12.983333
"Freising","DE",42322,48.4,11.733333
"Freital","DE",38815,51.016667,13.65
"Freudenberg","DE",18440,50.9,7.866667
"Freudenstadt","DE",24384,48.433333,8.416667
"Frickenhausen","DE",8917,48.6,9.366667
"Friedberg","DE",29581,48.35,10.983333
"Friedberg","DE",28164,50.35,8.766667
"Friedeburg","DE",10822,53.45,7.833333
"Friedland","DE",10472,51.416667,9.933333
"Friedrichsdorf","DE",24897,50.266667,8.65
"Friedrichshafen","DE",58005,47.65,9.483333
"Friedrichsthal","DE",11425,49.316667,7.1
"Friesenheim","DE",12616,49.498333,8.422778
